,订单号,设备ID,应付金额,实际金额,商品,支付时间,地点,状态,提现
7844,DD201708167493967389812438073,E43A6E078A04172,3.0,3.0,雪碧（500ml）,2017/5/9 2:42,A,已出货未退款,已提现
7855,DD2017081674930862196681720328,E43A6E078A04172,4.5,4.5,40g乐事薯片黄瓜味,2017/5/9 7:51,A,已出货未退款,已提现
7859,DD2017081674930862595347035278,E43A6E078A04172,3.0,3.0,250ml维他柠檬茶,2017/5/9 8:29,A,已出货未退款,已提现
7869,DD2017081674930867066115768691,E43A6E078A04172,5.5,5.5,85g统一老坛酸菜牛肉面,2017/5/9 10:14,A,已出货未退款,已提现
7870,DD2017081674930867616711655793,E43A6E078A04172,6.0,6.0,86g合味道海鲜风味,2017/5/9 10:47,A,已出货未退款,已提现
7871,DD2017081674930869854506570814,E43A6E078A04172,7.5,7.5,30g无穷农场盐_鸡蛋,2017/5/9 11:43,A,已出货未退款,已提现
7880,DD2017081674930873628846230504,E43A6E078A04172,6.0,6.0,无穷烤鸡小腿（蜂蜜）,2017/5/9 12:59,A,已出货未退款,已提现
7883,DD2017081674930873885834946645,E43A6E078A04172,4.5,4.5,40g乐事薯片黄瓜味,2017/5/9 13:26,A,已出货未退款,已提现
7884,DD2017081674930873924029626928,E43A6E078A04172,0.8,0.8,20g咪咪虾条马来西亚风味,2017/5/9 13:27,A,已出货未退款,已提现
7895,DD201708167493782393577801201,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/9 17:01,A,已出货未退款,已提现
7897,DD2017081674930880055132289124,E43A6E078A04172,4.5,4.5,40g乐事薯片黄瓜味,2017/5/9 17:42,A,已出货未退款,已提现
7899,DD201708167493358909304825198,E43A6E078A04172,9.0,9.0,50g马赛克手撕鱿鱼条,2017/5/9 17:56,A,已出货未退款,已提现
7900,DD201708167493967608762241747,E43A6E078A04172,4.0,4.0,营养快线,2017/5/9 17:56,A,已出货未退款,已提现
7904,DD2017081674930881382831263553,E43A6E078A04172,5.0,5.0,85g统一老坛酸菜牛肉面,2017/5/9 18:23,A,已出货未退款,已提现
7907,DD201707200432454231EE9F30BB6,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/5/9 18:46,A,已出货未退款,已提现
7909,DD2017081674930882158116173503,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧,2017/5/9 18:47,A,已出货未退款,已提现
7914,DD2017081674930884628432125108,E43A6E078A04172,4.0,4.0,美汁源果粒橙,2017/5/9 19:53,A,已出货未退款,已提现
7929,DD2017081674930887689393156976,E43A6E078A04172,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/10 1:58,A,已出货未退款,已提现
7949,DD2017081674930897218425867878,E43A6E078A04172,4.5,4.5,65g卫龙亲嘴豆皮,2017/5/10 11:01,A,已出货未退款,已提现
7962,DD2017081674930898589522568492,E43A6E078A04172,4.5,4.5,40g乐事美国经典原味,2017/5/10 15:32,A,已出货未退款,已提现
7966,DD201708167493781682524499058,E43A6E078A04172,6.4,6.4,2g韩国海牌海苔,2017/5/10 17:04,A,已出货未退款,已提现
7969,DD2017081674930901127062589607,E43A6E078A04172,4.5,4.5,78g卫龙亲嘴语辣条,2017/5/10 17:27,A,已出货未退款,已提现
7975,DD2017081674930905553676223889,E43A6E078A04172,3.0,3.0,250ml维他奶巧克力味,2017/5/10 17:55,A,已出货未退款,已提现
7978,DD2017081674930907587433484329,E43A6E078A04172,4.0,4.0,150g健能酸奶原味,2017/5/10 17:58,A,已出货未退款,已提现
7979,DD2017081674930907834033445214,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧,2017/5/10 18:01,A,已出货未退款,已提现
7980,DD201708167493090827641181844,E43A6E078A04172,6.5,6.5,430g泰奇八宝粥,2017/5/10 18:05,A,已出货未退款,已提现
7987,DD2017053002370786E3D14699870,E43A6E078A04172,2.5,2.5,凤爪,2017/5/10 19:33,A,已出货未退款,已提现
7992,DD201708167493777151599208258,E43A6E078A04172,0.8,0.8,20g咪咪虾条马来西亚风味,2017/5/10 19:42,A,已出货未退款,已提现
7995,DD201708167493091719979004996,E43A6E078A04172,4.0,4.0,68g好丽友巧克力派2枚,2017/5/10 20:15,A,已出货未退款,已提现
7998,DD2017072008113712AC0CC598F87,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/5/10 20:39,A,已出货未退款,已提现
8002,DD2017081674930917340282556054,E43A6E078A04172,6.0,6.0,330ml伊利畅意乳酸菌原味,2017/5/10 21:28,A,已出货未退款,已提现
8003,DD2017081674930917363132640316,E43A6E078A04172,9.0,9.0,80g四洲粟一烧烧烤味,2017/5/10 22:13,A,已出货未退款,已提现
8015,DD201708167493092207183216707,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/11 2:58,A,已出货未退款,已提现
8020,DD2017081674930925067111069201,E43A6E078A04172,2.5,2.5,145ml旺仔牛奶盒装,2017/5/11 4:34,A,已出货未退款,已提现
8027,DD201708167493092687234371686,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧,2017/5/11 7:51,A,已出货未退款,已提现
8028,DD201708167493092741396349556,E43A6E078A04172,11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017/5/11 7:52,A,已出货未退款,已提现
8031,DD2017081674930929147574454221,E43A6E078A04172,5.0,5.0,30g无穷农场盐_鸡蛋,2017/5/11 9:18,A,已出货未退款,已提现
8036,DD2017081674930929769850462054,E43A6E078A04172,7.0,7.0,85g新麦潮手撕面包（提子味）,2017/5/11 9:55,A,已出货未退款,已提现
8044,DD2017081674930931758684350021,E43A6E078A04172,2.5,2.5,250ml统一麦香奶茶,2017/5/11 11:59,A,已出货未退款,已提现
8055,DD201708167493777058620231914,E43A6E078A04172,4.0,4.0,55g奥利奥原味芝士饼干,2017/5/11 14:20,A,已出货未退款,已提现
8058,DD201708167493776526080889403,E43A6E078A04172,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/5/11 15:18,A,已出货未退款,已提现
8060,DD201708167493093665732089575,E43A6E078A04172,8.0,8.0,80g四洲粟一烧烧烤味,2017/5/11 15:51,A,已出货未退款,已提现
8063,DD2017081674930937656917087131,E43A6E078A04172,4.0,4.0,85g新麦潮北海道吐司,2017/5/11 17:05,A,已出货未退款,已提现
8070,DD20170816749377648468905646,E43A6E078A04172,3.2,3.2,2g韩国海牌海苔,2017/5/11 19:29,A,已出货未退款,已提现
8086,DD201708167493776212584926403,E43A6E078A04172,4.0,4.0,20g咪咪虾条马来西亚风味,2017/5/11 21:15,A,已出货未退款,已提现
8087,DD2017081674930946578877322243,E43A6E078A04172,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/5/11 21:32,A,已出货未退款,已提现
8091,DD20170816749377600884334942,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/5/11 22:05,A,已出货未退款,已提现
8133,DD201708167493095653039039119,E43A6E078A04172,6.5,6.5,250ml红牛,2017/5/12 10:08,A,已出货未退款,已提现
8134,DD2017081674930956566605553356,E43A6E078A04172,4.5,4.5,250ml燕塘原味酸奶,2017/5/12 10:09,A,已出货未退款,已提现
8136,DD201708167493095659721763607,E43A6E078A04172,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/5/12 10:22,A,已出货未退款,已提现
8137,DD2017081674930956813070351472,E43A6E078A04172,3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/5/12 10:38,A,已出货未退款,已提现
8140,DD2017081674930957562748003165,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/5/12 11:45,A,已出货未退款,已提现
8148,DD201708167493775143090647454,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/5/12 13:05,A,已出货未退款,已提现
8149,DD2017081674930961667193844071,E43A6E078A04172,2.0,2.0,85g新麦潮北海道吐司,2017/5/12 13:24,A,已出货未退款,已提现
8152,DD2017081674930962673730438615,E43A6E078A04172,11.0,11.0,205g伊利安慕希原味,2017/5/12 13:33,A,已出货未退款,已提现
8159,DD2017081674930967241426609234,E43A6E078A04172,2.5,2.5,145ml旺仔牛奶盒装,2017/5/12 15:34,A,已出货未退款,已提现
8160,DD201708167493775079625016881,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/5/12 15:38,A,已出货未退款,已提现
8161,DD201708167493775051526510988,E43A6E078A04172,4.0,4.0,85g新麦潮北海道吐司,2017/5/12 15:39,A,已出货未退款,已提现
8165,DD201708167493774378337616282,E43A6E078A04172,4.0,4.0,450ml美汁源果粒橙,2017/5/12 16:16,A,已出货未退款,已提现
8173,DD2017081674930971310450545186,E43A6E078A04172,5.0,5.0,500ml统一阿萨姆奶茶,2017/5/12 16:30,A,已出货未退款,已提现
8176,DD201708167493774325797188438,E43A6E078A04172,4.5,4.5,52g旺旺仙贝,2017/5/12 16:44,A,已出货未退款,已提现
8178,DD201708167493773961033574114,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/5/12 16:46,A,已出货未退款,已提现
8179,DD201708167493773031471018707,E43A6E078A04172,4.5,4.5,180ml雀巢咖啡罐装,2017/5/12 16:47,A,已出货未退款,已提现
8180,DD201708167493772994902330983,E43A6E078A04172,11.0,11.0,480ml小茗同学冷泡溜溜哒茶,2017/5/12 16:53,A,已出货未退款,已提现
8181,DD201708167493772334275610816,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/5/12 16:54,A,已出货未退款,已提现
8188,DD201708167493772177408423045,E43A6E078A04172,4.5,4.5,500ml加多宝,2017/5/12 18:03,A,已出货未退款,已提现
8194,DD2017081674930981108601426806,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/12 19:59,A,已出货未退款,已提现
8202,DD2017081674930985672928344226,E43A6E078A04172,6.5,6.5,250ml红牛,2017/5/12 22:49,A,已出货未退款,已提现
8203,DD2017081674930986229110276153,E43A6E078A04172,5.4,5.4,32g卫龙亲嘴烧红烧牛肉味,2017/5/12 22:50,A,已出货未退款,已提现
8204,DD2017081674930986896391485047,E43A6E078A04172,4.5,4.5,500ml营养快线原味,2017/5/12 23:01,A,已出货未退款,已提现
8205,DD2017081674930987019464951739,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/5/12 23:10,A,已出货未退款,已提现
8206,DD201708167493771283257747707,E43A6E078A04172,1.5,1.5,卫龙亲嘴烧红烧牛肉味,2017/5/12 23:11,A,已出货未退款,已提现
8212,DD2017081674930991080801023887,E43A6E078A04172,9.0,9.0,250ml燕塘原味酸奶,2017/5/13 1:48,A,已出货未退款,已提现
8214,DD2017081674930991335145742119,E43A6E078A04172,5.0,5.0,110g顺宝九制话梅,2017/5/13 3:33,A,已出货未退款,已提现
8220,DD2017081674930992644753482654,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/13 7:48,A,已出货未退款,已提现
8229,DD2017081674930994380910649904,E43A6E078A04172,2.0,2.0,85g新麦潮北海道吐司,2017/5/13 9:35,A,已出货未退款,已提现
8232,DD201708167493969069373109794,E43A6E078A04172,3.0,3.0,伊利优酸乳,2017/5/13 10:53,A,已出货未退款,已提现
8237,DD2017081674930995853482569358,E43A6E078A04172,1.5,1.5,12g劲仔小鱼麻辣味,2017/5/13 12:05,A,已出货未退款,已提现
8243,DD201708167493771213057676044,E43A6E078A04172,3.2,3.2,20g咪咪虾条马来西亚风味,2017/5/13 12:46,A,已出货未退款,已提现
8247,DD201708167493770040385368223,E43A6E078A04172,4.0,4.0,上好佳田园薯片,2017/5/13 13:31,A,已出货未退款,已提现
8250,DD201708167493769253487865147,E43A6E078A04172,4.5,4.5,250ml燕塘红枣牛奶,2017/5/13 13:34,A,已出货未退款,已提现
8257,DD201708167493767452517803976,E43A6E078A04172,1.5,1.5,卫龙亲嘴烧红烧牛肉味,2017/5/13 15:29,A,已出货未退款,已提现
8264,DD20170529191423106E8A343CF17,E43A6E078A04172,3.5,3.5,雪碧（500ml）,2017/5/13 16:21,A,已出货未退款,已提现
8272,DD201708167493766857626297864,E43A6E078A04172,6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017/5/13 16:29,A,已出货未退款,已提现
8278,DD20170816749376614018572762,E43A6E078A04172,4.0,4.0,85g新麦潮北海道吐司,2017/5/13 18:10,A,已出货未退款,已提现
8280,DD201708167493765695640441618,E43A6E078A04172,6.0,6.0,多芙利香草奶油味蛋糕,2017/5/13 19:03,A,已出货未退款,已提现
8281,DD201708167493765442676183386,E43A6E078A04172,1.5,1.5,12g劲仔小鱼麻辣味,2017/5/13 19:04,A,已出货未退款,已提现
8291,DD201708167493764819325828613,E43A6E078A04172,2.0,2.0,85g新麦潮北海道吐司,2017/5/13 20:29,A,已出货未退款,已提现
8292,DD201708167493764800832675559,E43A6E078A04172,6.0,6.0,86g合味道海鲜风味,2017/5/13 20:30,A,已出货未退款,已提现
8293,DD201708167493764754000799606,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/13 20:32,A,已出货未退款,已提现
8298,DD201708167493101240493089217,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/5/13 21:06,A,已出货未退款,已提现
8304,DD201708167493764304050519808,E43A6E078A04172,4.5,4.5,65g卫龙亲嘴豆皮,2017/5/13 22:08,A,已出货未退款,已提现
8305,DD201707201407273392FD2E089D3,E43A6E078A04172,3.0,3.0,冰糖雪梨,2017/5/13 22:49,A,已出货未退款,已提现
8308,DD201708167493764293058901114,E43A6E078A04172,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/5/13 23:03,A,已出货未退款,已提现
8309,DD201708167493764256805773144,E43A6E078A04172,2.5,2.5,30g元朗小蛋卷,2017/5/13 23:21,A,已出货未退款,已提现
8311,DD201708167493101568625595813,E43A6E078A04172,10.0,10.0,85g统一老坛酸菜牛肉面,2017/5/14 0:11,A,已出货未退款,已提现
8313,DD201708167493101736379186501,E43A6E078A04172,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/5/14 0:21,A,已出货未退款,已提现
8319,DD201708167493101839383527386,E43A6E078A04172,4.5,4.5,52g旺旺仙贝,2017/5/14 0:54,A,已出货未退款,已提现
8321,DD201708167493101953839223275,E43A6E078A04172,10.0,10.0,500ml统一阿萨姆奶茶,2017/5/14 1:22,A,已出货未退款,已提现
8326,DD201708167493102046280942842,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/5/14 3:48,A,已出货未退款,已提现
8327,DD201708167493102050566207825,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧,2017/5/14 7:27,A,已出货未退款,已提现
8330,DD201708167493102130809307612,E43A6E078A04172,6.5,6.5,83g汤达人酸辣豚骨拉面,2017/5/14 7:37,A,已出货未退款,已提现
8333,DD201708167493970426207755355,E43A6E078A04172,4.0,4.0,脉动,2017/5/14 9:18,A,已出货未退款,已提现
8339,DD201708167493970513577937862,E43A6E078A04172,4.0,4.0,王老吉（500ml）,2017/5/14 12:03,A,已出货未退款,已提现
8343,DD201708167493102420891312253,E43A6E078A04172,6.5,6.5,430g泰奇八宝粥,2017/5/14 13:16,A,已出货未退款,已提现
8350,DD2017072014254543278F0A77240,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/5/14 15:01,A,已出货未退款,已提现
8352,DD201708167493102640024068304,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/14 15:03,A,已出货未退款,已提现
8356,DD201708167493102840941094396,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/5/14 15:19,A,已出货未退款,已提现
8367,DD201708167493970616424462915,E43A6E078A04172,3.0,3.0,印尼芝士威化饼干,2017/5/14 16:40,A,已出货未退款,已提现
8372,DD201708167493103104625893767,E43A6E078A04172,5.0,5.0,500ml统一阿萨姆奶茶,2017/5/14 17:35,A,已出货未退款,已提现
8384,DD201708167493103435981855032,E43A6E078A04172,3.0,3.0,250ml维他原味豆奶,2017/5/14 20:13,A,已出货未退款,已提现
8385,DD201708167493103455442601174,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/14 20:39,A,已出货未退款,已提现
8386,DD20170816749376378980332134,E43A6E078A04172,5.0,5.0,500ml统一阿萨姆奶茶,2017/5/14 20:43,A,已出货未退款,已提现
8389,DD20170816749376368062204202,E43A6E078A04172,5.5,5.5,统一来一桶香辣老坛酸菜牛肉面,2017/5/14 22:45,A,已出货未退款,已提现
8392,DD201708167493103690238656843,E43A6E078A04172,6.0,6.0,250ml维他原味豆奶,2017/5/14 23:06,A,已出货未退款,已提现
8398,DD201708167493103812905936591,E43A6E078A04172,7.0,7.0,80g马赛克香蕉片,2017/5/15 3:58,A,已出货未退款,已提现
8400,DD201708167493103838083096298,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/5/15 7:39,A,已出货未退款,已提现
8406,DD20170816749310430699022119,E43A6E078A04172,39.6,39.6,180g统一满汉全席台式半筋半肉牛肉面,2017/5/15 8:31,A,已出货未退款,已提现
8415,DD201708131957218977B0666815E,E43A6E078A04172,4.0,4.0,王老吉（500ml）,2017/5/15 11:32,A,已出货未退款,已提现
8417,DD201708167493763071872059143,E43A6E078A04172,3.5,3.5,34g公仔迷你杯牛肉味,2017/5/15 11:38,A,已出货未退款,已提现
8432,DD201708167493105037186398322,E43A6E078A04172,4.5,4.5,40g乐事薯片黄瓜味,2017/5/15 14:27,A,已出货未退款,已提现
8438,DD201708167493105521765890442,E43A6E078A04172,4.5,4.5,78g卫龙亲嘴语辣条,2017/5/15 15:33,A,已出货未退款,已提现
8454,DD201708167493106227331860547,E43A6E078A04172,4.5,4.5,80g香飘飘椰果奶茶麦香味,2017/5/15 18:25,A,已出货未退款,已提现
8456,DD2017081318505635BC49392126C,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/5/15 18:29,A,已出货未退款,已提现
8463,DD201708167493761388795280066,E43A6E078A04172,2.0,2.0,5片装益达绿箭口香糖,2017/5/15 18:50,A,已出货未退款,已提现
8465,DD201708167493106458879751993,E43A6E078A04172,4.5,4.5,40g乐事薯片黄瓜味,2017/5/15 20:41,A,已出货未退款,已提现
8466,DD20170816749397123564585596,E43A6E078A04172,3.0,3.0,统一冰红茶,2017/5/15 20:42,A,已出货未退款,已提现
8470,DD201708167493106813501277714,E43A6E078A04172,6.0,6.0,86g合味道海鲜风味,2017/5/15 21:48,A,已出货未退款,已提现
8471,DD20170816749310687662061558,E43A6E078A04172,4.8,4.8,诗竹竹纤维面巾纸,2017/5/15 21:50,A,已出货未退款,已提现
8478,DD201708167493971278724810381,E43A6E078A04172,6.0,6.0,红牛,2017/5/15 23:34,A,已出货未退款,已提现
8481,DD201708167493107213393700231,E43A6E078A04172,4.5,4.5,250ml燕塘原味酸奶,2017/5/16 0:09,A,已出货未退款,已提现
8482,DD201708167493107274453849648,E43A6E078A04172,4.5,4.5,40g双汇玉米热狗肠,2017/5/16 0:11,A,已出货未退款,已提现
8485,DD20170816749310766116826404,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/5/16 1:58,A,已出货未退款,已提现
8487,DD201708167493107964180603548,E43A6E078A04172,12.0,12.0,330ml伊利畅意乳酸菌原味,2017/5/16 2:00,A,已出货未退款,已提现
8490,DD201708167493108103222675365,E43A6E078A04172,1.5,1.5,12g劲仔小鱼麻辣味,2017/5/16 7:06,A,已出货未退款,已提现
8492,DD2017072015341273DC0EB86A4F6,E43A6E078A04172,3.0,3.0,芬达330ml,2017/5/16 7:56,A,已出货未退款,已提现
8494,DD201708167493761167681694472,E43A6E078A04172,11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017/5/16 8:18,A,已出货未退款,已提现
8497,DD201708167493761153500212319,E43A6E078A04172,12.6,12.6,32g卫龙亲嘴烧,2017/5/16 8:51,A,已出货未退款,已提现
8502,DD201708167493971491279473501,E43A6E078A04172,6.0,6.0,红牛,2017/5/16 12:07,A,已出货未退款,已提现
8504,DD201708167493108975228874808,E43A6E078A04172,7.0,7.0,150g洽洽原香瓜子,2017/5/16 12:08,A,已出货未退款,已提现
8508,DD201708167493109151073247824,E43A6E078A04172,6.0,6.0,250ml维他柠檬茶,2017/5/16 12:17,A,已出货未退款,已提现
8510,DD201708167493760959458477418,E43A6E078A04172,5.5,5.5,480ml小茗同学冷泡青柠红茶,2017/5/16 12:32,A,已出货未退款,已提现
8512,DD201708167493760668609202662,E43A6E078A04172,0.0,0.0,咪咪虾条马来西亚风味,2017/5/16 12:39,A,已出货未退款,已提现
8516,DD201708167493760351788490148,E43A6E078A04172,1.6,1.6,20g咪咪虾条马来西亚风味,2017/5/16 14:47,A,已出货未退款,已提现
8535,DD201708167493109337665791195,E43A6E078A04172,5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/5/16 18:38,A,已出货未退款,已提现
8539,DD201708167493759152443537589,E43A6E078A04172,4.5,4.5,68g好丽友巧克力派2枚,2017/5/16 19:08,A,已出货未退款,已提现
8541,DD201708167493109437276646251,E43A6E078A04172,2.5,2.5,30g无穷农场盐_鸡蛋,2017/5/16 20:00,A,已出货未退款,已提现
8544,DD201708167493757830699955602,E43A6E078A04172,5.0,5.0,48g好丽友薯愿香烤原味,2017/5/16 22:08,A,已出货未退款,已提现
8551,DD2017081674931096842884604,E43A6E078A04172,5.4,5.4,32g卫龙亲嘴烧,2017/5/16 23:18,A,已出货未退款,已提现
8553,DD201708167493109876995744976,E43A6E078A04172,5.0,5.0,500ml统一阿萨姆奶茶,2017/5/16 23:51,A,已出货未退款,已提现
8557,DD201708167493109988119070117,E43A6E078A04172,3.5,3.5,85g新麦潮手撕面包（提子味）,2017/5/17 1:29,A,已出货未退款,已提现
8561,DD201708167493110217540023054,E43A6E078A04172,4.0,4.0,55g奥利奥原味芝士饼干,2017/5/17 7:15,A,已出货未退款,已提现
8563,DD201708167493110257786640398,E43A6E078A04172,1.5,1.5,卫龙亲嘴烧红烧牛肉味,2017/5/17 7:36,A,已出货未退款,已提现
8569,DD201708167493756926353130326,E43A6E078A04172,0.8,0.8,咪咪虾条马来西亚风味,2017/5/17 9:10,A,已出货未退款,已提现
8574,DD2017052912471084446B95AA9C1,E43A6E078A04172,1.5,1.5,香豆干,2017/5/17 10:23,A,已出货未退款,已提现
8586,DD201708167493111563043422348,E43A6E078A04172,2.5,2.5,30g元朗小蛋卷,2017/5/17 12:04,A,已出货未退款,已提现
8599,DD201708167493755726253268666,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧,2017/5/17 13:13,A,已出货未退款,已提现
8612,DD201708167493754502065666201,E43A6E078A04172,5.0,5.0,30g无穷农场盐_鸡蛋,2017/5/17 15:33,A,已出货未退款,已提现
8618,DD201708167493972782027619979,E43A6E078A04172,4.0,4.0,王老吉（500ml）,2017/5/17 16:55,A,已出货未退款,已提现
8621,DD201708167493112413487949351,E43A6E078A04172,4.5,4.5,250ml燕塘甜牛奶,2017/5/17 18:26,A,已出货未退款,已提现
8623,DD201708167493753436572732037,E43A6E078A04172,4.0,4.0,85g新麦潮北海道吐司,2017/5/17 19:48,A,已出货未退款,已提现
8628,DD201708167493751298220932086,E43A6E078A04172,4.0,4.0,85g新麦潮北海道吐司,2017/5/17 20:26,A,已出货未退款,已提现
8645,DD201708167493113312808769529,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/5/17 23:12,A,已出货未退款,已提现
8646,DD201708167493113492004550766,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/5/17 23:52,A,已出货未退款,已提现
8651,DD201705290755106852E85093B65,E43A6E078A04172,3.0,3.0,伊利纯牛奶,2017/5/18 0:48,A,已出货未退款,已提现
8667,DD20170813052933560A7E518B46E,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/5/18 8:28,A,已出货未退款,已提现
8671,DD20170813050511993B85C567805,E43A6E078A04172,4.0,4.0,脉动,2017/5/18 8:51,A,已出货未退款,已提现
8678,DD201708167493750117894716752,E43A6E078A04172,3.0,3.0,250ml维他原味豆奶,2017/5/18 10:59,A,已出货未退款,已提现
8683,DD20170529073535573D339DB800F,E43A6E078A04172,2.5,2.5,凤爪,2017/5/18 11:57,A,已出货未退款,已提现
8686,DD2017052907242215F9FB84C9029,E43A6E078A04172,3.0,3.0,印尼芝士威化饼干,2017/5/18 12:30,A,已出货未退款,已提现
8689,DD2017052904193817BB45A7FDDD7,E43A6E078A04172,2.5,2.5,可口可乐330ml,2017/5/18 12:48,A,已出货未退款,已提现
8691,DD20170816749374815696767473,E43A6E078A04172,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017/5/18 12:51,A,已出货未退款,已提现
8693,DD201708167493114737044893009,E43A6E078A04172,3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/5/18 13:27,A,已出货未退款,已提现
8698,DD2017081221182720760EF6327E6,E43A6E078A04172,2.0,2.0,怡宝纯净水,2017/5/18 13:45,A,已出货未退款,已提现
8711,DD201708167493745652826132587,E43A6E078A04172,2.5,2.5,145ml旺仔牛奶盒装,2017/5/18 17:19,A,已出货未退款,已提现
8713,DD20170812203003945EDFC482829,E43A6E078A04172,3.5,3.5,东鹏特饮,2017/5/18 17:23,A,已出货未退款,已提现
8715,DD201705290131442214C95F25345,E43A6E078A04172,2.5,2.5,芬达330ml,2017/5/18 17:26,A,已出货未退款,已提现
8720,DD201708167493745092172338474,E43A6E078A04172,5.5,5.5,480ml小茗同学冷泡青柠红茶,2017/5/18 18:02,A,已出货未退款,已提现
8721,DD201708167493973394123442366,E43A6E078A04172,6.0,6.0,红牛,2017/5/18 18:03,A,已出货未退款,已提现
8736,DD201708167493115345027127662,E43A6E078A04172,8.0,8.0,80g四洲粟一烧烧烤味,2017/5/18 20:15,A,已出货未退款,已提现
8742,DD201708167493743921876589117,E43A6E078A04172,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/5/18 21:07,A,已出货未退款,已提现
8743,DD201708167493115358089078173,E43A6E078A04172,3.0,3.0,250ml维他柠檬茶,2017/5/18 21:10,A,已出货未退款,已提现
8744,DD201708167493115371326442962,E43A6E078A04172,6.5,6.5,430g泰奇八宝粥,2017/5/18 21:11,A,已出货未退款,已提现
8757,DD201708167493115587387695201,E43A6E078A04172,2.5,2.5,250ml王老吉盒装,2017/5/19 2:17,A,已出货未退款,已提现
8758,DD201708167493115624844590541,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/5/19 2:25,A,已出货未退款,已提现
8765,DD201708167493115877345649077,E43A6E078A04172,3.0,3.0,250ml维他柠檬茶,2017/5/19 7:36,A,已出货未退款,已提现
8767,DD201708167493973812739592266,E43A6E078A04172,1.3,1.3,手撕素肉排,2017/5/19 7:46,A,已出货未退款,已提现
8776,DD201708167493116099478837441,E43A6E078A04172,0.0,0.0,32g卫龙亲嘴烧,2017/5/19 9:41,A,已出货未退款,已提现
8778,DD201708167493973941891023635,E43A6E078A04172,4.0,4.0,阿萨姆奶茶,2017/5/19 9:43,A,已出货未退款,已提现
8781,DD201708167493116179235297246,E43A6E078A04172,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/5/19 10:02,A,已出货未退款,已提现
8786,DD201708167493742438440011885,E43A6E078A04172,6.5,6.5,250ml红牛,2017/5/19 11:56,A,已出货未退款,已提现
8787,DD201708167493116558949208401,E43A6E078A04172,1.8,1.8,32g卫龙亲嘴烧,2017/5/19 12:04,A,已出货未退款,已提现
8805,DD201708167493742200723838883,E43A6E078A04172,1.5,1.5,40g双汇玉米热狗肠,2017/5/19 13:24,A,已出货未退款,已提现
8808,DD201708167493741969431226197,E43A6E078A04172,0.0,0.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/19 13:53,A,已出货未退款,已提现
